,date,ss3,std_ss3,index_ss3
0,200501,0.18409733977525317,0.3409180470802373,103.40918047080237
1,200502,0.1236211324897522,0.023766033989710243,100.2376603398971
2,200503,0.014013586224355112,-0.5510427297919753,94.48957270208025
3,200504,0.11643102523605192,-0.013940645913058014,99.86059354086942
4,200505,0.11504982986603868,-0.021183972036388454,99.78816027963612
5,200506,0.18453019893444433,0.34318806631398424,103.43188066313984
6,200507,0.15891906018463492,0.20887699462761142,102.08876994627612
7,200508,-0.013309618221464925,-0.694332292465219,93.0566770753478
8,200509,0.03150086691144682,-0.4593351554858084,95.40664844514191
9,200510,0.2599122531923786,0.7385099843360321,107.38509984336032
10,200511,0.15771455882808366,0.20256029509986032,102.0256029509986
11,200512,0.09044968157319089,-0.15019316265196264,98.49806837348038
12,200601,0.1422561984725325,0.1214928749374646,101.21492874937465
13,200602,0.314404359216569,1.0242799077296543,110.24279907729654
14,200603,0.13013010647577178,0.057900684548640044,100.5790068454864
15,200604,0.12318546978662193,0.021481312286281674,100.21481312286282
16,200605,0.26685949956961846,0.7749430424406156,107.74943042440616
17,200606,0.1889919453578114,0.36658655513438976,103.6658655513439
18,200607,0.22548723653977504,0.5579767825678437,105.57976782567843
19,200608,0.2983672065097198,0.9401771590039282,109.40177159003929
20,200609,0.31173311358586947,1.0102712427147313,110.10271242714731
21,200610,0.13275370039893458,0.07165945236182342,100.71659452361824
22,200611,-0.054463331297592954,-0.9101524229609543,90.89847577039046
23,200612,0.30844158302556024,0.9930096519138587,109.93009651913859
24,200701,-0.02964614915508712,-0.7800050537885985,92.19994946211402
25,200702,0.059731530569770264,-0.311286654893652,96.88713345106348
26,200703,0.050963129105075444,-0.35727029541835476,96.42729704581646
27,200704,0.2184132321084689,0.5208789742445045,105.20878974244505
28,200705,0.12556555021059462,0.03396303578816651,100.33963035788166
29,200706,0.14715805326148257,0.14719939960184564,101.47199399601845
30,200707,0.059732160973435366,-0.3112833489027438,96.88716651097256
31,200708,0.15815726439956052,0.20488195132637335,102.04881951326374
32,200709,0.32637938836349356,1.0870798876099304,110.8707988760993
33,200710,0.20307906125075537,0.440462834164174,104.40462834164174
34,200711,0.18739454808717704,0.35820941339837914,103.58209413398379
35,200712,0.13086526388098718,0.061756029674728534,100.61756029674729
36,200801,0.1271048060242902,0.04203526951258341,100.42035269512583
37,200802,0.20901809928676807,0.4716086012928977,104.71608601292898
38,200803,0.11391552883316758,-0.02713252390782801,99.72867476092172
39,200804,0.501726830825719,2.006644735726703,120.06644735726704
40,200805,0.307937235108584,0.9903647281604246,109.90364728160425
41,200806,0.11340784066282139,-0.029794964766385993,99.70205035233614
42,200807,0.36945310164963296,1.3129689685089976,113.12968968508997
43,200808,0.18626548464999365,0.3522883287589416,103.52288328758942
44,200809,0.06337393198191427,-0.29218501158305693,97.07814988416943
45,200810,0.12317359640837822,0.021419045388584197,100.21419045388585
46,200811,-0.023000682520505467,-0.7451546024179684,92.54845397582032
47,200812,-0.19018066457225352,-1.6218872917852438,83.78112708214756
48,200901,-0.003427556861715808,-0.6425083472410623,93.57491652758938
49,200902,-0.04144201019822502,-0.8418654323388953,91.58134567661105
50,200903,-0.1726439562942687,-1.5299205071109407,84.70079492889059
51,200904,-0.23798163292154634,-1.8725672537095328,81.27432746290467
52,200905,-0.11722682857340255,-1.2392995438386412,87.60700456161359
53,200906,0.011227425509059752,-0.5656540375989964,94.34345962401004
54,200907,-0.18353449402067784,-1.5870331489018399,84.1296685109816
55,200908,-0.04389458010035008,-0.8547273083826777,91.45272691617322
56,200909,-0.15252122417397906,-1.4243919813106574,85.75608018689343
57,200910,-0.1369080584983749,-1.342512724211131,86.57487275788868
58,200911,-0.13928851604265224,-1.3549964254240723,86.45003574575928
59,200912,-0.32295121796123566,-2.3181685266131824,76.81831473386818
60,201001,0.0855827771201439,-0.1757163992120233,98.24283600787977
61,201002,-0.03493600431322197,-0.8077463472271835,91.92253652772817
62,201003,-0.12461027804433134,-1.2780201575868293,87.21979842413171
63,201004,0.3271034113100177,1.090876840913067,110.90876840913067
64,201005,-0.03401761865419761,-0.8029301083519842,91.97069891648016
65,201006,0.021268483239644254,-0.5129962765429957,94.87003723457005
66,201007,0.02191654471116633,-0.50959768378189,94.9040231621811
67,201008,0.06164327590978813,-0.3012609950462881,96.98739004953711
68,201009,-0.0020234990466543312,-0.6351451248676746,93.64854875132326
69,201010,0.20802625005031583,0.4664071014611028,104.66407101461103
70,201011,0.10508711667296522,-0.07343087518807354,99.26569124811927
71,201012,0.16367944500863812,0.2338416162165743,102.33841616216574
72,201101,0.34274813401447324,1.172921590785315,111.72921590785315
73,201102,0.4135224213240144,1.5440792526621991,115.44079252662199
74,201103,0.19053330261725931,0.3746698093539844,103.74669809353985
75,201104,0.42525122865845333,1.605587985174267,116.05587985174267
76,201105,0.44416737049170485,1.704788856584733,117.04788856584733
77,201106,0.3084809339785715,0.9932160179299292,109.93216017929929
78,201107,0.34495263107004576,1.1844825121857976,111.84482512185798
79,201108,0.3454517070586735,1.1870997886583647,111.87099788658365
80,201109,0.3288487500778865,1.1000298240216364,111.00029824021637
81,201110,0.21735757189322608,0.5153428340427343,105.15342834042734
82,201111,0.22171607344076616,0.5381998814983529,105.38199881498353
83,201112,0.30698938075773186,0.9853939482623035,109.85393948262303
84,201201,-0.016358857672821636,-0.7103232494679854,92.89676750532014
85,201202,0.08087656265139231,-0.20039693821728882,97.99603061782712
86,201203,-0.021105615920678278,-0.7352164099609174,92.64783590039083
87,201204,0.04268038038186206,-0.40070705425954467,95.99292945740456
88,201205,0.2868550263436919,0.8798044723127783,108.79804472312779
89,201206,0.0519749180579675,-0.3519642268397221,96.48035773160278
90,201207,0.07646996987117749,-0.223506187851903,97.76493812148097
91,201208,0.08290013351244852,-0.1897848380042986,98.10215161995701
92,201209,-0.027861796546494566,-0.7706474725631942,92.29352527436805
93,201210,0.11717385651063517,-0.010045057140295138,99.89954942859706
94,201211,-0.03180331346811727,-0.7913177507177358,92.08682249282265
95,201212,0.09435227652429601,-0.12972700082443916,98.7027299917556
96,201301,0.08573260504948843,-0.17493066492838216,98.25069335071618
97,201302,0.15000017821796063,0.16210419756886285,101.62104197568863
98,201303,0.10101454584964809,-0.09478843203635887,99.05211567963642
99,201304,0.06544634720296016,-0.28131675960734587,97.18683240392654
100,201305,0.04485136552662883,-0.3893218775105807,96.10678122489419
101,201306,0.024075294171925665,-0.4982766739506062,95.01723326049394
102,201307,0.06273164195445136,-0.29555333748081325,97.04446662519187
103,201308,0.06849411103707093,-0.26533354110209956,97.34666458897901
104,201309,0.12521698788899815,0.032135089775283336,100.32135089775284
105,201310,0.19755866683501389,0.41151253650842357,104.11512536508424
106,201311,-0.10126540169476361,-1.155593919865571,88.44406080134429
107,201312,-0.09349873700455646,-1.1148636318389131,88.85136368161086
108,201401,-0.0035270584407577354,-0.6430301578425416,93.56969842157459
109,201402,0.019058884192879044,-0.5245839540323628,94.75416045967637
110,201403,-0.1844442260819169,-1.5918040061950707,84.0819599380493
111,201404,0.06695529028744196,-0.2734034932442093,97.2659650675579
112,201405,0.02136433201900212,-0.5124936221159067,94.87506377884094
113,201406,0.07025521468408003,-0.2560978831139388,97.4390211688606
114,201407,0.01865463101654319,-0.52670395649991,94.7329604350009
115,201408,0.09488480998474891,-0.12693426519167417,98.73065734808326
116,201409,0.1328129824750699,0.07197034205928314,100.71970342059284
117,201410,0.028698274542039104,-0.47403263490335296,95.25967365096648
118,201411,-0.10521375607953809,-1.1763000553481486,88.23699944651851
119,201412,-0.04395055455424879,-0.8550208521006528,91.44979147899348
120,201501,-0.1675328701108083,-1.503116721871712,84.96883278128288
121,201502,-0.0347351387382514,-0.806692959054844,91.93307040945156
122,201503,-0.06425558745468152,-0.9615054077514426,90.38494592248557
123,201504,-0.1478303781456634,-1.3997920381635167,86.00207961836483
124,201505,-0.09803072472735952,-1.1386304832025096,88.6136951679749
125,201506,0.045058561854239176,-0.38823528932398427,96.11764710676016
126,201507,-0.04865256096469239,-0.8796793230195835,91.20320676980417
127,201508,-0.12397450429867607,-1.2746860046636348,87.25313995336366
128,201509,-0.09937905391147073,-1.1457014510135497,88.5429854898645
129,201510,-0.1776763365270017,-1.5563115391066078,84.43688460893392
130,201511,-0.1060305948441237,-1.1805837574879952,88.19416242512006
131,201512,-0.0737584514597256,-1.0113407493610314,89.88659250638969
132,201601,-0.1225252870807162,-1.26708595534322,87.3291404465678
133,201602,-0.16360528057775803,-1.4825194823470895,85.1748051765291
134,201603,-0.1534785379368423,-1.4294123686775109,85.70587631322489
135,201604,-0.05741624766327735,-0.9256382381583849,90.74361761841615
136,201605,0.0057456645402999,-0.5944017320156746,94.05598267984325
137,201606,-0.14623583852953742,-1.3914298826662392,86.08570117333761
138,201607,0.058887751194270144,-0.315711640182177,96.84288359817823
139,201608,0.034270030477855484,-0.4448129848821302,95.5518701511787
140,201609,0.05549481462728134,-0.33350502886855626,96.66494971131443
141,201610,0.054677481143371565,-0.3377913254374621,96.62208674562538
142,201611,0.09476140391194354,-0.1275814368013793,98.7241856319862
143,201612,0.020803115755406942,-0.5154367773792333,94.84563222620767
144,201701,0.13721567471176965,0.0950591362903018,100.95059136290301
145,201702,0.10466463581338759,-0.07564646808189886,99.243535319181
146,201703,0.0073655319175762735,-0.5859067515481073,94.14093248451893
147,201704,0.2014385165496787,0.4318594167564788,104.31859416756478
148,201705,-0.0990030528315401,-1.1437296094451583,88.56270390554842
149,201706,-0.026125237575761295,-0.7615405328568329,92.38459467143167
150,201707,0.21401229715498626,0.49779939563620573,104.97799395636206
151,201708,-0.00549244595749776,-0.6533371303762926,93.46662869623708
152,201709,0.17229196969022914,0.2790078007900125,102.79007800790012
153,201710,0.20854763650095265,0.46914137944974965,104.69141379449749
154,201711,0.014018949942110392,-0.5510146011450232,94.48985398854977
155,201712,0.09529098120226553,-0.12480420404735183,98.75195795952648
156,201801,0.2195448014398425,0.5268132004055864,105.26813200405587
157,201802,0.1681813058928674,0.2574504750748433,102.57450475074843
158,201803,0.2714881015871652,0.7992165627810978,107.99216562781098
159,201804,0.2244562883523758,0.5525702382803998,105.525702382804
160,201805,0.2367716673456744,0.6171550959461327,106.17155095946133
161,201806,0.027006757092010947,-0.4829033658657227,95.17096634134278
162,201807,0.34567034564424826,1.188246382842536,111.88246382842536
163,201808,0.28299540790860195,0.859563689839907,108.59563689839908
164,201809,0.07602984197525076,-0.22581432611777483,97.74185673882225
165,201810,0.4086321725157177,1.5184335925971923,115.18433592597192
166,201811,0.15938189012726067,0.2113041879753914,102.11304187975391
167,201812,0.0483101255546049,-0.3711832945056797,96.2881670549432
168,201901,0.08999469489433976,-0.15257922400739432,98.47420775992606
169,201902,-0.014732906983481397,-0.7017963666250229,92.98203633374978
170,201903,0.08752858927131457,-0.16551208468008766,98.34487915319912
171,201904,0.2087432425070438,0.470167185157299,104.701671851573
172,201905,0.21140563749693686,0.4841294352484875,104.84129435248488
173,201906,0.12015209807654553,0.005573569597311333,100.05573569597311
174,201907,0.05986046042205995,-0.3106105152341641,96.89389484765836
175,201908,0.07057340466730233,-0.2544292170673431,97.45570782932657
176,201909,0.052561912215620454,-0.34888588599911446,96.51114114000886
177,201910,-0.0697980539904165,-0.9905714569994856,90.09428543000514
178,201911,0.026416585698140427,-0.48599836890966114,95.14001631090339
179,201912,0.015292780468563305,-0.5443343225043095,94.5566567749569
180,202001,0.023782130898689524,-0.49981409381280284,95.00185906187197
181,202002,0.0336374475606499,-0.4481304043210064,95.51869595678994
182,202003,0.10958077031601227,-0.04986505710864458,99.50134942891356
183,202004,-0.14870516593015054,-1.4043796391280967,85.95620360871904
184,202005,-0.028999279851450455,-0.7766127130472832,92.23387286952718
185,202006,0.026744347990606876,-0.4842795033336477,95.15720496666353
186,202007,-0.019648183668687147,-0.7275732789940575,92.72426721005942
187,202008,-0.061186849413643385,-0.9454121953783833,90.54587804621616
188,202009,0.18645679454290076,0.35329160459886305,103.53291604598863
189,202010,0.09308646105266227,-0.13636524655857638,98.63634753441424
190,202011,0.1328340081377235,0.07208060577350175,100.72080605773502
191,202012,0.18446807226409778,0.342862258869182,103.42862258869182
192,202101,0.48515943749909635,1.9197612755851698,119.1976127558517
193,202102,0.48470070283990935,1.917355558904745,119.17355558904745
194,202103,0.4572778522215688,1.7735434273464776,117.73543427346478
195,202104,0.5206972515725283,2.1061302590271587,121.0613025902716
196,202105,0.4252319879354036,1.6054870821196208,116.0548708211962
197,202106,0.5454990265636298,2.2361968293316092,122.3619682933161
198,202107,0.5897256299553555,2.4681319477431263,124.68131947743126
199,202108,0.5318041753589933,2.1643776822078276,121.64377682207828
200,202109,0.6641853941042792,2.85861715099989,128.5861715099989
201,202110,0.5766749492229792,2.3996909880292523,123.99690988029252
202,202111,0.542124980065164,2.218502504781828,122.18502504781827
203,202112,0.47806576333794515,1.882560314390688,118.82560314390687
204,202201,0.501692377359068,2.0064640533261895,120.0646405332619
205,202202,0.6172549839518251,2.6125026090487227,126.12502609048722
206,202203,0.6638980688039737,2.8571103468947063,128.57110346894706
207,202204,0.6306696568323242,2.682852432557268,126.82852432557269
208,202205,0.5986828093374789,2.515105585809455,125.15105585809455
209,202206,0.49608502208080607,1.977057711651702,119.77057711651702
210,202207,0.4171754955373762,1.5632368667511132,115.63236866751113
211,202208,0.41497119536274113,1.5516769778423898,115.51676977842389
212,202209,0.43074884851092066,1.6344188474534642,116.34418847453465
213,202210,0.3268921826024598,1.0897691059403984,110.89769105940398
214,202211,0.40454876717131516,1.4970192168720735,114.97019216872073
215,202212,0.3563069409985717,1.2440272887635626,112.44027288763563
216,202301,0.22488705009702237,0.5548292581596077,105.54829258159607
217,202302,0.1867506218708877,0.3548325069264865,103.54832506926486
218,202303,0.1666559073043754,0.24945091202648945,102.4945091202649
219,202304,0.23540283714828547,0.60997661581044,106.0997661581044
220,202305,0.06608672826943801,-0.277958444767599,97.22041555232401
221,202306,-0.011331871383736147,-0.6839605046312375,93.16039495368763
222,202307,-0.03322050495684381,-0.7987498492860622,92.01250150713938
223,202308,0.0365373289867057,-0.43292271731021864,95.67077282689782
224,202309,-0.07497853288521578,-1.017739154578505,89.82260845421494
225,202310,0.11398559125082108,-0.026765099464428337,99.73234900535572
226,202311,0.0032327749403339157,-0.6075799392987647,93.92420060701235
227,202312,-0.03179941334998149,-0.7912972975449332,92.08702702455066
228,202401,0.016482203473783485,-0.5380966975365116,94.61903302463489
229,202402,-0.07543498341488886,-1.0201328927254532,89.79867107274546
230,202403,-0.041081960103838355,-0.8399772416375657,91.60022758362435
231,202404,-0.020961876351575426,-0.7344626045265501,92.6553739547345
232,202405,0.14189810674040926,0.11961495436652311,101.19614954366523
233,202406,0.03759702103936435,-0.42736543316754555,95.72634566832454
